序号,波位号,北斗时间戳,时间戳(ms),方位(度),距离(m),俯仰(度),高度(m),径向速度(m/s),信噪比,RCS,宽窄脉冲(0宽1窄),俯仰波束,本波位目标数,是否有效点
15244,0,1486736,1486736,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15245,1,1486900,1486900,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15246,2,1487064,1487064,13.3354,1297.84,4.3075,97.48,11.7406,31,5.194310e-02,1,1,2,1
15247,2,1487064,1487064,15.8909,2160.81,13.4350,502.05,3.2764,15,1.763070e-02,1,2,2,1
15248,3,1487228,1487228,20.5223,9973.43,7.3160,1270.04,46.4163,15,9.324850e+01,0,2,1,1
15249,4,1487392,1487392,24.0726,507.36,-2.6137,-23.14,1.0921,24,1.457790e-03,1,0,19,1
15250,4,1487392,1487392,28.6692,1296.43,-0.9080,-20.54,0.8191,17,9.611510e-01,1,0,19,1
15251,4,1487392,1487392,27.8586,1317.69,-1.0205,-23.47,-4.6416,17,2.702210e-01,1,0,19,1
15252,4,1487392,1487392,25.9715,1442.46,-0.9861,-24.82,1.6382,23,6.379690e+00,1,0,19,1
15253,4,1487392,1487392,26.6819,1410.22,-0.9350,-23.01,6.8259,10,6.028290e-02,0,0,19,1
15254,4,1487392,1487392,26.4177,2442.19,-0.6523,-27.80,-27.3037,8,7.351960e-01,0,0,19,1
15255,4,1487392,1487392,26.2395,2466.81,-0.5413,-23.31,-7.3720,15,3.642390e+00,0,0,19,1
15256,4,1487392,1487392,27.0879,2561.83,-0.8532,-38.15,-45.8702,11,7.136890e-01,0,0,19,1
15257,4,1487392,1487392,24.9621,3834.91,-0.8757,-58.61,38.2252,9,1.018210e+01,0,0,19,1
15258,4,1487392,1487392,24.6564,3931.17,-0.4480,-30.74,-0.5461,58,1.000000e+02,0,0,19,1
15259,4,1487392,1487392,21.9505,5109.08,0.0374,3.33,-8.1911,18,1.000000e+02,0,0,19,1
15260,4,1487392,1487392,22.7440,5128.98,0.3331,29.82,-0.8191,22,1.000000e+02,0,0,19,1
15261,4,1487392,1487392,20.9605,5248.72,-0.6063,-55.54,-43.6859,8,9.441450e+01,0,0,19,1
15262,4,1487392,1487392,23.1914,5879.94,-0.5059,-51.92,1.3652,17,1.000000e+02,0,0,19,1
15263,4,1487392,1487392,23.2965,5896.01,-0.4883,-50.25,3.2764,16,1.000000e+02,0,0,19,1
15264,4,1487392,1487392,27.2766,7102.73,-0.3471,-43.03,33.8566,9,1.000000e+02,0,0,19,1
15265,4,1487392,1487392,25.0327,8005.71,0.2592,36.22,1.9113,20,1.000000e+02,0,0,19,1
15266,4,1487392,1487392,28.1666,9709.56,-0.2825,-47.87,-3.0034,20,1.000000e+02,0,0,19,1
15267,4,1487392,1487392,24.4357,11439.10,0.9713,193.91,0.5461,50,1.000000e+02,0,0,19,1
15268,5,1487556,1487556,31.0815,739.76,-2.0201,-26.08,-0.8191,50,1.562220e-01,1,0,1,1
15269,6,1487720,1487720,38.6117,5683.56,0.7311,72.52,-4.0956,17,1.138760e+01,0,1,1,1
15270,7,1487884,1487884,38.2628,955.68,-1.4639,-24.42,0.8191,53,6.213590e-01,1,0,15,1
15271,7,1487884,1487884,36.9237,1505.79,-0.6707,-17.63,-39.3173,9,6.094410e-02,1,0,15,1
15272,7,1487884,1487884,40.1365,1775.89,-0.8315,-25.77,27.8498,5,3.333510e-02,1,0,15,1
15273,7,1487884,1487884,41.2467,2203.06,-0.5599,-21.53,29.4880,10,2.484940e-01,1,0,15,1
15274,7,1487884,1487884,39.8203,2305.33,-0.1455,-5.85,1.0921,17,8.229850e+00,1,0,15,1
15275,7,1487884,1487884,39.7915,1746.06,-0.9696,-29.55,1.9113,27,1.584840e+01,0,0,15,1
15276,7,1487884,1487884,39.2048,1794.15,-0.9840,-30.81,50.7849,7,1.347400e-01,0,0,15,1
15277,7,1487884,1487884,39.8818,2538.79,-0.2266,-10.04,0.5461,58,1.000000e+02,0,0,15,1
15278,7,1487884,1487884,36.2743,9112.87,-0.1388,-22.07,0.5461,54,1.000000e+02,0,0,15,1
15279,7,1487884,1487884,39.3770,9500.52,0.3048,50.54,1.0921,22,1.000000e+02,0,0,15,1
15280,7,1487884,1487884,37.8747,10221.60,-0.1583,-28.25,0.5461,52,1.000000e+02,0,0,15,1
15281,7,1487884,1487884,38.7673,10718.90,-0.0743,-13.91,0.5461,52,1.000000e+02,0,0,15,1
15282,7,1487884,1487884,39.8046,11441.80,-0.6589,-131.58,-0.8191,16,1.000000e+02,0,0,15,1
15283,7,1487884,1487884,39.1926,5683.73,2.1154,209.80,-3.8225,23,6.098570e+01,0,1,15,1
15284,7,1487884,1487884,38.9287,1989.20,7.6321,264.19,1.3652,16,1.026590e-02,1,2,15,1
15285,8,1488048,1488048,44.2486,600.75,-3.3005,-34.59,22.1160,27,4.782930e-04,1,0,17,1
15286,8,1488048,1488048,44.4239,618.92,-3.1479,-33.99,-3.8225,25,4.695110e-04,1,0,17,1
15287,8,1488048,1488048,45.6985,813.25,-1.8997,-26.96,-10.1024,24,6.009530e-04,1,0,17,1
15288,8,1488048,1488048,42.4822,1266.42,-1.0912,-24.12,-0.5461,63,6.171290e+01,1,0,17,1
15289,8,1488048,1488048,48.4107,1291.70,-1.0657,-24.02,-1.0921,35,9.478750e-02,1,0,17,1
15290,8,1488048,1488048,44.7726,1911.71,-0.7807,-26.05,0.8191,37,3.683380e+00,1,0,17,1
15291,8,1488048,1488048,42.0616,1971.93,-0.7898,-27.18,-17.2013,8,7.620270e-03,1,0,17,1
15292,8,1488048,1488048,42.8787,1989.18,0.9157,31.79,-56.2456,9,7.152220e-03,1,0,17,1
15293,8,1488048,1488048,46.7341,2112.14,-1.0118,-37.30,55.4265,10,8.694240e-03,1,0,17,1
15294,8,1488048,1488048,47.7703,2207.94,-0.8524,-32.85,-55.6996,7,1.163160e-02,1,0,17,1
15295,8,1488048,1488048,44.9060,2304.36,0.4483,18.03,-46.4163,10,1.408230e-02,1,0,17,1
15296,8,1488048,1488048,43.9194,4121.75,-0.8196,-58.96,1.9113,21,1.449710e+01,0,0,17,1
15297,8,1488048,1488048,43.6334,4267.33,-1.1191,-83.34,-26.4846,9,1.114100e+00,0,0,17,1
15298,8,1488048,1488048,43.3563,4506.34,1.0229,80.44,-10.1024,8,1.356180e+00,0,0,17,1
15299,8,1488048,1488048,45.2739,4528.38,1.1767,93.00,-40.6825,9,1.531710e+00,0,0,17,1
15300,8,1488048,1488048,44.6579,10777.10,-0.2328,-43.80,-1.0921,19,1.000000e+02,0,0,17,1
15301,8,1488048,1488048,46.1172,2106.11,9.0981,333.03,1.3652,18,2.287160e-02,0,2,17,1
15302,9,1488212,1488212,48.0064,1290.93,-1.0582,-23.84,-1.0921,40,3.140970e-01,1,0,2,1
15303,9,1488212,1488212,49.7583,5924.85,-1.8752,-193.87,-54.6074,17,1.200440e+01,0,0,2,1
15304,10,1488376,1488376,59.3205,2970.03,10.7437,553.66,21.2969,24,1.481380e+00,0,2,1,1
15305,11,1488540,1488540,57.8447,375.56,-4.5666,-29.90,4.0956,31,9.518460e-05,1,0,6,1
15306,11,1488540,1488540,62.3034,445.36,-3.7111,-28.83,-1.3652,28,9.256320e-05,1,0,6,1
15307,11,1488540,1488540,56.3332,951.51,-1.5810,-26.25,-0.8191,44,4.923760e-01,1,0,6,1
15308,11,1488540,1488540,57.5459,2778.27,-0.1538,-7.46,-1.0921,35,4.595550e+01,0,0,6,1
15309,11,1488540,1488540,58.9707,2945.59,10.8258,553.25,21.2969,29,5.415760e+00,0,2,6,1
15310,11,1488540,1488540,61.4345,4863.74,8.9172,753.91,2.4573,17,8.472230e+00,0,2,6,1
15311,12,1488704,1488704,68.3495,3353.66,0.2187,12.80,1.3652,38,1.000000e+02,0,0,3,1
15312,12,1488704,1488704,66.5841,1124.97,10.7929,210.66,-8.4642,17,3.570310e-04,1,2,3,1
15313,12,1488704,1488704,63.9049,2465.34,6.7749,290.83,-1.0921,17,7.630630e-02,0,2,3,1
15314,13,1488868,1488868,68.7347,3353.69,0.1353,7.92,1.3652,37,1.000000e+02,0,0,1,1
15315,14,1489032,1489032,74.3424,5197.93,7.2876,659.36,6.0068,18,9.010740e+00,0,2,1,1
15316,15,1489196,1489196,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15317,16,1489360,1489360,87.0207,1675.74,-0.9432,-27.58,1.3652,44,2.558590e+00,1,0,1,1
15318,0,1489524,1489524,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15319,1,1489688,1489688,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15320,2,1489852,1489852,13.4625,1269.99,4.0839,90.45,12.0136,32,5.951790e-02,1,1,2,1
15321,2,1489852,1489852,12.4096,1267.48,6.1065,134.83,12.0136,15,4.620290e-04,1,2,2,1
15322,3,1490016,1490016,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15323,4,1490180,1490180,26.7396,502.31,-3.2248,-28.26,1.9113,26,1.217800e-03,1,0,16,1
15324,4,1490180,1490180,27.4467,1318.13,-1.1611,-26.71,-4.6416,19,4.488540e-01,1,0,16,1
15325,4,1490180,1490180,26.1515,1443.13,-0.9429,-23.75,-0.5461,55,1.000000e+02,1,0,16,1
15326,4,1490180,1490180,26.8901,1985.85,-0.8272,-28.67,-0.8191,31,2.196770e+00,1,0,16,1
15327,4,1490180,1490180,26.0390,1457.89,-0.6913,-17.59,-5.1877,19,9.326370e-01,0,0,16,1
15328,4,1490180,1490180,26.4424,1529.61,-0.4975,-13.28,-15.2901,8,6.795540e-02,0,0,16,1
15329,4,1490180,1490180,26.4710,2466.57,-0.4594,-19.78,-9.8293,13,3.044790e+00,0,0,16,1
15330,4,1490180,1490180,24.6466,3931.10,-0.4079,-27.98,-0.5461,57,1.000000e+02,0,0,16,1
15331,4,1490180,1490180,24.5589,4049.72,0.4297,30.37,-49.1467,9,1.832910e+01,0,0,16,1
15332,4,1490180,1490180,22.0569,5125.93,0.1507,13.48,-8.1911,21,1.000000e+02,0,0,16,1
15333,4,1490180,1490180,23.6244,5894.92,-0.3818,-39.28,1.3652,19,1.000000e+02,0,0,16,1
15334,4,1490180,1490180,23.7212,7605.04,-0.0272,-3.61,1.3652,21,1.000000e+02,0,0,16,1
15335,4,1490180,1490180,25.1082,8005.20,0.3547,49.56,1.6382,22,1.000000e+02,0,0,16,1
15336,4,1490180,1490180,29.4054,9544.47,0.4981,82.97,2.4573,18,1.000000e+02,0,0,16,1
15337,4,1490180,1490180,28.1532,9710.09,0.3016,51.11,-3.0034,21,1.000000e+02,0,0,16,1
15338,4,1490180,1490180,24.4384,11439.30,0.9306,185.78,-0.5461,50,1.000000e+02,0,0,16,1
15339,5,1490344,1490344,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15340,6,1490508,1490508,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15341,7,1490672,1490672,37.7772,549.25,-0.8473,-8.12,-31.1262,10,6.712930e-06,1,0,12,1
15342,7,1490672,1490672,38.3688,575.63,-3.6277,-36.42,1.3652,28,5.073290e-04,1,0,12,1
15343,7,1490672,1490672,37.1480,1001.53,-1.4418,-25.20,-1.0921,41,4.877030e-02,1,0,12,1
15344,7,1490672,1490672,37.0225,1418.82,-1.2097,-29.95,-3.5495,24,1.622880e-01,1,0,12,1
15345,7,1490672,1490672,37.2101,1486.17,-0.9164,-23.77,35.7679,8,2.329130e-02,1,0,12,1
15346,7,1490672,1490672,40.6700,2210.84,-0.3367,-12.99,22.1160,16,1.823010e+00,1,0,12,1
15347,7,1490672,1490672,39.3107,1722.46,-0.9679,-29.10,-34.6757,8,1.975710e-01,0,0,12,1
15348,7,1490672,1490672,39.8114,2538.75,-0.2173,-9.63,-0.5461,57,1.000000e+02,0,0,12,1
15349,7,1490672,1490672,38.1067,7239.91,-0.5113,-64.61,-0.8191,21,1.000000e+02,0,0,12,1
15350,7,1490672,1490672,36.2747,9113.04,-0.1271,-20.22,0.5461,53,1.000000e+02,0,0,12,1
15351,7,1490672,1490672,37.5148,10219.70,-0.3300,-58.86,1.9113,23,1.000000e+02,0,0,12,1
15352,7,1490672,1490672,38.7838,10718.80,-0.0773,-14.46,0.5461,52,1.000000e+02,0,0,12,1
15353,8,1490836,1490836,45.4721,526.76,-0.2896,-2.66,29.4880,12,5.627080e-06,1,0,13,1
15354,8,1490836,1490836,44.5093,601.70,-2.9328,-30.79,22.3890,30,6.272130e-04,1,0,13,1
15355,8,1490836,1490836,45.5915,791.95,-1.6870,-23.31,-1.0921,42,2.820480e-02,1,0,13,1
15356,8,1490836,1490836,43.6139,1912.59,-0.6725,-22.45,-0.8191,40,6.116250e+00,1,0,13,1
15357,8,1490836,1490836,49.2633,1987.65,-0.8470,-29.38,-1.3652,23,1.817620e-01,1,0,13,1
15358,8,1490836,1490836,42.4269,2206.20,-0.5959,-22.95,-55.4265,12,5.090850e-02,1,0,13,1
15359,8,1490836,1490836,43.3573,2323.89,-2.2204,-90.04,-42.8668,9,1.087120e-02,1,0,13,1
15360,8,1490836,1490836,47.4207,1290.45,-1.0773,-24.26,-0.8191,43,3.205500e-01,0,0,13,1
15361,8,1490836,1490836,42.6282,5131.91,-0.2654,-23.77,0.5461,53,1.000000e+02,0,0,13,1
15362,8,1490836,1490836,43.4867,5153.14,0.7956,71.55,-1.6382,21,4.736350e+01,0,0,13,1
15363,8,1490836,1490836,44.5882,10774.40,-0.9998,-188.00,-0.8191,16,1.000000e+02,0,0,13,1
15364,8,1490836,1490836,44.3097,10823.60,1.0197,192.62,-1.0921,23,1.000000e+02,0,0,13,1
15365,8,1490836,1490836,44.4797,4990.48,3.9015,339.56,2.1843,19,1.269270e+01,0,1,13,1
15366,9,1491000,1491000,51.8488,1007.69,-1.5133,-26.61,1.6382,32,1.149360e-02,1,0,4,1
15367,9,1491000,1491000,47.6455,1274.75,-1.1998,-26.69,-0.8191,52,4.156990e+00,1,0,4,1
15368,9,1491000,1491000,52.7672,4289.17,2.1058,157.60,1.3652,21,9.609100e+00,0,0,4,1
15369,9,1491000,1491000,50.0776,9016.45,1.4433,227.10,13.9249,14,4.753800e+01,0,0,4,1
15370,10,1491164,1491164,55.3731,953.30,-1.5028,-25.00,0.8191,49,1.484450e+00,1,0,2,1
15371,10,1491164,1491164,53.2706,5302.01,1.5109,139.80,-6.0068,26,7.223910e+01,0,0,2,1
15372,11,1491328,1491328,57.8261,381.65,-4.1061,-27.33,3.8225,29,6.864670e-05,1,0,6,1
15373,11,1491328,1491328,58.2892,1002.74,-1.2208,-21.36,0.8191,46,1.021860e+00,1,0,6,1
15374,11,1491328,1491328,57.1683,2610.25,0.0304,1.38,-1.0921,43,8.266190e+01,0,0,6,1
15375,11,1491328,1491328,57.9409,3761.30,1.5611,102.47,-9.5563,19,2.836080e+00,0,0,6,1
15376,11,1491328,1491328,58.7152,2490.33,11.2445,485.61,19.1126,27,7.241750e-01,0,2,6,1
15377,11,1491328,1491328,59.0864,7891.76,12.5891,1720.06,-44.3412,18,6.167140e+01,0,3,6,1
15378,12,1491492,1491492,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15379,13,1491656,1491656,71.4404,5035.44,2.9809,261.86,0.8191,45,1.000000e+02,0,1,1,1
15380,14,1491820,1491820,74.1886,5083.02,7.1048,628.69,-3.0034,24,5.389210e+01,0,2,1,1
15381,15,1491984,1491984,79.5136,2203.49,-1.1353,-43.66,-3.2764,21,1.125610e-01,1,0,1,1
15382,16,1492148,1492148,89.6928,2489.85,-0.0303,-1.32,1.0921,42,3.901140e+01,0,0,2,1
15383,16,1492148,1492148,88.8358,3521.04,1.4548,89.39,-7.9181,14,9.237830e-01,0,1,2,1
15384,0,1492312,1492312,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15385,1,1492476,1492476,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15386,2,1492640,1492640,13.1788,1239.57,4.0963,88.55,12.0136,32,3.251760e-02,1,1,1,1
15387,3,1492804,1492804,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15388,4,1492968,1492968,27.6266,1320.08,-1.4341,-33.04,0.8191,24,1.396250e+00,1,0,18,1
15389,4,1492968,1492968,26.2288,1443.21,-0.9505,-23.94,0.5461,55,1.000000e+02,1,0,18,1
15390,4,1492968,1492968,27.0947,1985.39,-0.9971,-34.55,-0.8191,28,1.129360e+00,1,0,18,1
15391,4,1492968,1492968,26.4168,2466.35,-0.5158,-22.20,-3.2764,19,9.505590e+00,0,0,18,1
15392,4,1492968,1492968,26.7220,2489.52,-0.6944,-30.17,-21.2969,13,2.327850e+00,0,0,18,1
15393,4,1492968,1492968,26.1084,2513.20,-0.6606,-28.97,-22.6621,11,1.582950e+00,0,0,18,1
15394,4,1492968,1492968,28.9335,3379.71,-0.3231,-19.06,0.8191,31,9.740290e+01,0,0,18,1
15395,4,1492968,1492968,24.4879,3858.25,-0.5821,-39.19,43.1399,8,1.543920e+01,0,0,18,1
15396,4,1492968,1492968,24.6618,3931.15,-0.4237,-29.07,0.5461,58,1.000000e+02,0,0,18,1
15397,4,1492968,1492968,21.9641,5108.78,0.1972,17.58,-0.8191,22,1.000000e+02,0,0,18,1
15398,4,1492968,1492968,22.6796,5130.81,0.4537,40.62,0.8191,23,1.000000e+02,0,0,18,1
15399,4,1492968,1492968,23.8192,5878.52,-0.5837,-59.89,4.3686,18,1.000000e+02,0,0,18,1
15400,4,1492968,1492968,23.6808,5922.77,-0.7224,-74.67,0.8191,18,1.000000e+02,0,0,18,1
15401,4,1492968,1492968,23.1997,7622.06,-0.8418,-111.98,1.0921,20,1.000000e+02,0,0,18,1
15402,4,1492968,1492968,25.4343,8004.43,0.2744,38.33,1.3652,14,1.000000e+02,0,0,18,1
15403,4,1492968,1492968,29.4141,9541.06,-0.4460,-74.27,-1.0921,17,1.000000e+02,0,0,18,1
15404,4,1492968,1492968,27.7256,9713.08,-0.6848,-116.09,3.2764,18,1.000000e+02,0,0,18,1
15405,4,1492968,1492968,24.4043,11439.10,0.9725,194.16,-0.5461,51,1.000000e+02,0,0,18,1
15406,5,1493132,1493132,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15407,6,1493296,1493296,31.9551,4314.41,0.2248,16.92,1.0921,26,6.148580e+01,0,0,3,1
15408,6,1493296,1493296,39.6538,5704.08,2.0514,204.19,-4.9147,21,4.287150e+01,0,0,3,1
15409,6,1493296,1493296,30.8879,5704.63,2.3056,229.50,-5.1877,16,9.099230e+00,0,1,3,1
15410,7,1493460,1493460,41.7811,546.95,-1.6951,-16.18,-43.9590,9,2.554870e-06,1,0,12,1
15411,7,1493460,1493460,40.0731,2324.12,-0.0370,-1.50,22.3890,9,9.575990e+00,1,0,12,1
15412,7,1493460,1493460,39.8378,1745.82,-1.0449,-31.84,1.6382,27,1.275290e+01,0,0,12,1
15413,7,1493460,1493460,39.7642,2538.79,-0.2235,-9.90,-0.5461,58,1.000000e+02,0,0,12,1
15414,7,1493460,1493460,38.4982,7239.21,0.3581,45.25,0.8191,23,1.000000e+02,0,0,12,1
15415,7,1493460,1493460,36.1156,9041.26,0.5493,86.68,-68.8053,9,1.000000e+02,0,0,12,1
15416,7,1493460,1493460,36.2811,9113.00,-0.1273,-20.25,-0.5461,53,1.000000e+02,0,0,12,1
15417,7,1493460,1493460,37.2543,9210.42,0.8865,142.50,-31.3993,9,1.000000e+02,0,0,12,1
15418,7,1493460,1493460,39.5409,9499.91,0.2172,36.01,-0.8191,15,1.000000e+02,0,0,12,1
15419,7,1493460,1493460,37.9045,10221.20,-0.1503,-26.81,1.9113,22,1.000000e+02,0,0,12,1
15420,7,1493460,1493460,38.8054,10718.70,-0.0844,-15.79,-0.5461,51,1.000000e+02,0,0,12,1
15421,7,1493460,1493460,40.6379,11438.90,0.9136,182.40,-0.8191,18,1.000000e+02,0,0,12,1
15422,8,1493624,1493624,46.6157,404.50,-1.0499,-7.41,55.6996,9,7.012280e-07,1,0,13,1
15423,8,1493624,1493624,43.6408,617.29,-2.9804,-32.10,-2.7304,27,4.233470e-04,1,0,13,1
15424,8,1493624,1493624,45.9991,791.13,-1.7387,-24.00,-0.8191,48,7.502700e-02,1,0,13,1
15425,8,1493624,1493624,44.7321,1077.91,-1.8224,-34.28,-54.0613,9,8.883390e-05,1,0,13,1
15426,8,1493624,1493624,46.9518,1267.70,-1.1764,-26.03,0.8191,53,4.004800e+00,1,0,13,1
15427,8,1493624,1493624,43.2330,1908.00,-0.8658,-28.83,-0.5461,57,1.000000e+02,1,0,13,1
15428,8,1493624,1493624,42.6623,2204.54,-1.8730,-72.05,69.3514,10,2.315670e-02,1,0,13,1
15429,8,1493624,1493624,43.3541,3378.36,-0.9801,-57.79,-50.2388,11,3.024480e-01,0,0,13,1
15430,8,1493624,1493624,44.1902,3427.36,-2.5753,-154.00,8.1911,9,2.828540e-01,0,0,13,1
15431,8,1493624,1493624,43.4220,5153.81,-0.1859,-16.72,0.8191,38,1.000000e+02,0,0,13,1
15432,8,1493624,1493624,42.0730,5278.37,1.2361,113.87,8.7372,23,3.678500e+01,0,0,13,1
15433,8,1493624,1493624,44.6726,10773.00,-0.1584,-29.78,-0.8191,21,1.000000e+02,0,0,13,1
15434,8,1493624,1493624,44.7120,10818.00,-0.4383,-82.75,-1.3652,22,1.000000e+02,0,0,13,1
15435,9,1493788,1493788,51.3132,2232.81,-0.6201,-24.17,2.4573,24,2.470580e-01,1,0,1,1
15436,10,1493952,1493952,55.1630,979.68,-1.5260,-26.09,0.8191,53,1.057240e+00,1,0,3,1
15437,10,1493952,1493952,58.1869,2082.44,11.3189,408.72,17.2013,26,1.321200e-01,0,2,3,1
15438,10,1493952,1493952,58.4813,7479.07,11.1398,1444.98,-45.9248,18,6.759940e+01,0,3,3,1
15439,11,1494116,1494116,58.2313,378.31,-3.8706,-25.54,4.0956,32,1.792980e-04,1,0,8,1
15440,11,1494116,1494116,61.1711,529.63,-2.2531,-20.82,-50.7849,12,1.135160e-05,1,0,8,1
15441,11,1494116,1494116,58.5311,2116.52,-0.6437,-23.78,-0.8191,45,2.390370e+01,1,0,8,1
15442,11,1494116,1494116,58.7053,2754.90,-0.3865,-18.58,0.8191,50,1.000000e+02,0,0,8,1
15443,11,1494116,1494116,58.6022,2802.40,-0.2861,-14.00,-0.8191,50,1.000000e+02,0,0,8,1
15444,11,1494116,1494116,58.9249,2081.77,10.9855,396.70,17.2013,20,4.551080e-02,0,2,8,1
15445,11,1494116,1494116,61.7582,4869.96,8.9878,760.81,1.6382,17,6.726430e+00,0,2,8,1
15446,11,1494116,1494116,58.9782,7457.28,11.6317,1503.54,-45.9248,20,1.000000e+02,0,3,8,1
15447,12,1494280,1494280,64.0688,1466.20,-0.4522,-11.57,-1.0921,56,3.686640e+01,1,0,1,1
15448,13,1494444,1494444,73.8352,5085.12,6.3037,558.33,-4.6416,20,1.291960e+01,0,2,1,1
15449,14,1494608,1494608,75.8812,4867.56,3.2468,275.69,0.8191,50,1.000000e+02,0,1,3,1
15450,14,1494608,1494608,78.9060,5518.11,3.0823,296.71,-10.6484,18,1.723990e+01,0,1,3,1
15451,14,1494608,1494608,72.7769,5153.10,6.6385,595.73,6.2798,18,7.441650e+00,0,2,3,1
15452,15,1494772,1494772,79.0604,2152.04,-0.8880,-33.35,1.0921,38,5.847730e+00,1,0,2,1
15453,15,1494772,1494772,80.7788,5535.12,3.9937,385.51,-10.1024,16,1.148880e+01,0,1,2,1
15454,16,1494936,1494936,92.8678,3257.52,-0.0254,-1.45,1.3652,31,1.750480e+01,0,1,2,1
15455,16,1494936,1494936,90.2936,1367.00,15.2346,359.21,-6.3345,15,1.400140e-03,1,3,2,1
15456,0,1495100,1495100,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15457,1,1495264,1495264,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
15458,2,1495428,1495428,13.4880,1198.92,3.8578,80.66,12.0136,34,3.261830e-02,1,1,1,1
15459,3,1495592,1495592,18.4809,9430.00,6.5395,1073.97,-58.4299,20,1.000000e+02,0,1,1,1
15460,4,1495756,1495756,21.8947,1318.18,-1.2520,-28.80,-3.5495,12,1.085670e-01,1,0,17,1
15461,4,1495756,1495756,26.2564,1457.81,-0.7224,-18.38,0.5461,58,1.000000e+02,0,0,17,1
15462,4,1495756,1495756,26.2991,2466.24,-0.6046,-26.02,-2.1843,17,6.778020e+00,0,0,17,1
15463,4,1495756,1495756,26.5877,2489.74,-0.7574,-32.91,-41.5016,11,1.891150e+00,0,0,17,1
15464,4,1495756,1495756,26.2858,2538.57,-0.7688,-34.06,33.0375,11,1.501620e+00,0,0,17,1
15465,4,1495756,1495756,29.1906,3377.62,-0.4126,-24.32,-0.8191,29,4.198750e+01,0,0,17,1
15466,4,1495756,1495756,24.6535,3931.16,-0.3918,-26.89,0.5461,58,1.000000e+02,0,0,17,1
15467,4,1495756,1495756,22.1349,5127.29,0.2211,19.78,-0.8191,25,1.000000e+02,0,0,17,1
15468,4,1495756,1495756,23.9673,5878.91,-0.5298,-54.36,0.8191,23,1.000000e+02,0,0,17,1
15469,4,1495756,1495756,22.7461,5923.54,0.3506,36.24,-0.8191,20,1.000000e+02,0,0,17,1
15470,4,1495756,1495756,27.1976,7120.84,-0.2597,-32.28,-61.7064,12,1.000000e+02,0,0,17,1
15471,4,1495756,1495756,23.7295,7604.55,0.0564,7.49,1.3652,22,1.000000e+02,0,0,17,1
15472,4,1495756,1495756,25.0223,8005.72,0.2682,37.47,5.1877,20,1.000000e+02,0,0,17,1
15473,4,1495756,1495756,25.7828,8057.33,0.2824,39.72,-53.5153,9,1.000000e+02,0,0,17,1
15474,4,1495756,1495756,28.8078,9542.47,-0.9490,-158.05,-3.5495,18,1.000000e+02,0,0,17,1
15475,4,1495756,1495756,27.6578,9712.32,0.1517,25.72,-0.8191,23,1.000000e+02,0,0,17,1
15476,4,1495756,1495756,24.4005,11439.00,0.9578,191.22,0.5461,51,1.000000e+02,0,0,17,1
15477,5,1495920,1495920,31.1773,4314.71,-0.2669,-20.10,0.8191,40,1.000000e+02,0,0,1,1
15478,6,1496084,1496084,38.2603,5726.91,0.9110,91.06,-7.0990,20,3.038930e+01,0,0,2,1
15479,6,1496084,1496084,37.9048,5728.95,2.0355,203.49,-7.0990,16,8.469290e+00,0,1,2,1
15480,7,1496248,1496248,41.4589,689.70,-2.4463,-29.44,1.6382,25,6.752370e-04,1,0,15,1
15481,7,1496248,1496248,36.2269,1486.80,-0.4529,-11.75,69.8975,3,1.042800e-02,1,0,15,1
15482,7,1496248,1496248,37.3963,1507.11,-0.8269,-21.75,65.5289,6,2.572200e-02,1,0,15,1
15483,7,1496248,1496248,40.3857,1730.17,-1.1408,-34.45,1.3652,34,3.938010e+00,1,0,15,1
15484,7,1496248,1496248,40.7387,2203.93,-0.5906,-22.72,6.8259,14,8.950350e-01,1,0,15,1
15485,7,1496248,1496248,38.9797,2253.27,-0.3515,-13.82,39.8634,9,1.279930e-01,1,0,15,1
15486,7,1496248,1496248,37.7849,2303.70,-1.4595,-58.68,39.8634,8,1.278770e-01,1,0,15,1
15487,7,1496248,1496248,39.7754,2538.77,-0.2397,-10.62,0.5461,58,1.000000e+02,0,0,15,1
15488,7,1496248,1496248,39.4342,7223.53,1.0141,127.85,-0.8191,17,5.641310e+01,0,0,15,1
